property_name,featureID,featureID_hex,featureID_highbyte,dataType_code,dataType_guess,access,interfaceName_int,interfaceName
0x3E00008,65011720,0x3E00008,0x03,,?,READ,,(unset)
0x5100400,84935680,0x5100400,0x05,2,Long?,READ,,(unset)
0x5100490,84935824,0x5100490,0x05,12,?12,READ,4,CHARGING
0x5300000,87031808,0x5300000,0x05,2,Long?,READ,,(unset)
0x5500000,89128960,0x5500000,0x05,2,Long?,READ,,(unset)
0x5500008,89128968,0x5500008,0x05,3,Float?,READ,,(unset)
0x550000A,89128970,0x550000A,0x05,4,Double?,READ,,(unset)
0x550000D,89128973,0x550000D,0x05,4,Double?,READ,,(unset)
0x550000E,89128974,0x550000E,0x05,4,Double?,READ,,(unset)
0x5500011,89128977,0x5500011,0x05,1,Integer?,READ,,(unset)
0x5500017,89128983,0x5500017,0x05,3,Float?,READ,,(unset)
0x550001A,89128986,0x550001A,0x05,1,Integer?,READ,,(unset)
0x550001B,89128987,0x550001B,0x05,1,Integer?,READ,,(unset)
0x550001C,89128988,0x550001C,0x05,5,?,READ,,(unset)
0x550001E,89128990,0x550001E,0x05,2,Long?,READ,,(unset)
0x5500030,89129008,0x5500030,0x05,5,?,READ,,(unset)
0x5500031,89129009,0x5500031,0x05,6,?,READ,,(unset)
0x5500038,89129016,0x5500038,0x05,6,?,READ,,(unset)
0x5500043,89129027,0x5500043,0x05,7,?,READ,,(unset)
0x5A01010,94375952,0x5A01010,0x05,1,Integer?,READ,,(unset)
0x5B00000,95420416,0x5B00000,0x05,2,Long?,READ,,(unset)
0x5B0002A,95420458,0x5B0002A,0x05,1,Integer?,READ,,(unset)
0x6300000,103809024,0x6300000,0x06,2,Long?,READ,,(unset)
0x630000C,103809036,0x630000C,0x06,1,Integer?,READ,,(unset)
0x6800008,109051912,0x6800008,0x06,2,Long?,READ,1,SETTING
0x705D5E9,117822953,0x705D5E9,0x07,12,?12,READ,,(unset)
0x7E99266,132747878,0x7E99266,0x07,1,Integer?,READ,,(unset)
0x8000020,134217760,0x8000020,0x08,8,?,READ,4,CHARGING
0x8C00000,146800640,0x8C00000,0x08,2,Long?,READ,,(unset)
0x8C00008,146800648,0x8C00008,0x08,9,?9,READ,,(unset)
0x8C00010,146800656,0x8C00010,0x08,9,?9,READ,,(unset)
0x8C00018,146800664,0x8C00018,0x08,9,?9,READ,,(unset)
0x8C00021,146800673,0x8C00021,0x08,9,?9,READ,,(unset)
0x8C00027,146800679,0x8C00027,0x08,9,?9,READ,,(unset)
0x8C0002C,146800684,0x8C0002C,0x08,9,?9,READ,,(unset)
0x8C00032,146800690,0x8C00032,0x08,9,?9,READ,,(unset)
0x8C00033,146800691,0x8C00033,0x08,9,?9,READ,,(unset)
0x8C00034,146800692,0x8C00034,0x08,9,?9,READ,,(unset)
0x8C00035,146800693,0x8C00035,0x08,9,?9,READ,,(unset)
0x8C00037,146800695,0x8C00037,0x08,9,?9,READ,,(unset)
0x8E00400,148898816,0x8E00400,0x08,2,Long?,READ,,(unset)
0x8E0042A,148898858,0x8E0042A,0x08,1,Integer?,READ,,(unset)
0x8E0042C,148898860,0x8E0042C,0x08,1,Integer?,READ,,(unset)
0x8E00448,148898888,0x8E00448,0x08,1,Integer?,READ,,(unset)
0x8E00449,148898889,0x8E00449,0x08,1,Integer?,READ,,(unset)
0x8E0044C,148898892,0x8E0044C,0x08,1,Integer?,READ,,(unset)
0x8E0044D,148898893,0x8E0044D,0x08,1,Integer?,READ,,(unset)
0x8E0044E,148898894,0x8E0044E,0x08,1,Integer?,READ,,(unset)
0x8E00450,148898896,0x8E00450,0x08,1,Integer?,READ,,(unset)
0x8E00451,148898897,0x8E00451,0x08,1,Integer?,READ,,(unset)
0x9100808,152045576,0x9100808,0x09,2,Long?,READ,,(unset)
0x9500000,156237824,0x9500000,0x09,2,Long?,READ,,(unset)
0x950000F,156237839,0x950000F,0x09,1,Integer?,READ,,(unset)
0x950001E,156237854,0x950001E,0x09,1,Integer?,READ,,(unset)
0x9500020,156237856,0x9500020,0x09,1,Integer?,READ,,(unset)
0x9500022,156237858,0x9500022,0x09,1,Integer?,READ,,(unset)
0x9700000,158334976,0x9700000,0x09,2,Long?,READ,,(unset)
0x970002A,158335018,0x970002A,0x09,1,Integer?,READ,,(unset)
0x970002C,158335020,0x970002C,0x09,1,Integer?,READ,,(unset)
0xA000008,167772168,0xA000008,0x0A,1,Integer?,READ,,(unset)
0xA200000,169869312,0xA200000,0x0A,2,Long?,READ,,(unset)
0xA200008,169869320,0xA200008,0x0A,1,Integer?,READ,,(unset)
0xA202000,169877504,0xA202000,0x0A,2,Long?,READ,,(unset)
0xA207000,169897984,0xA207000,0x0A,2,Long?,READ,,(unset)
0xA209000,169906176,0xA209000,0x0A,2,Long?,READ,,(unset)
0xA20A000,169910272,0xA20A000,0x0A,2,Long?,READ,,(unset)
0xA216000,169959424,0xA216000,0x0A,2,Long?,READ,,(unset)
0xA300000,170917888,0xA300000,0x0A,2,Long?,READ,,(unset)
0xA300009,170917897,0xA300009,0x0A,4,Double?,READ,,(unset)
0xA300010,170917904,0xA300010,0x0A,4,Double?,READ,,(unset)
0xA300012,170917906,0xA300012,0x0A,4,Double?,READ,,(unset)
0xA300014,170917908,0xA300014,0x0A,4,Double?,READ,,(unset)
0xA30001C,170917916,0xA30001C,0x0A,4,Double?,READ,,(unset)
0xA300020,170917920,0xA300020,0x0A,4,Double?,READ,,(unset)
0xAA00000,178257920,0xAA00000,0x0A,2,Long?,READ,,(unset)
0xAA0002A,178257962,0xAA0002A,0x0A,1,Integer?,READ,,(unset)
0xAE00000,182452224,0xAE00000,0x0A,2,Long?,READ,,(unset)
0xAE0000D,182452237,0xAE0000D,0x0A,1,Integer?,READ,,(unset)
0xAE0000F,182452239,0xAE0000F,0x0A,1,Integer?,READ,,(unset)
0xAE00010,182452240,0xAE00010,0x0A,1,Integer?,READ,,(unset)
0xAE00011,182452241,0xAE00011,0x0A,1,Integer?,READ,,(unset)
0xAE00012,182452242,0xAE00012,0x0A,1,Integer?,READ,,(unset)
0xAE00022,182452258,0xAE00022,0x0A,12,?12,READ,4,CHARGING
0xAE00036,182452278,0xAE00036,0x0A,12,?12,READ,,(unset)
0xAE00038,182452280,0xAE00038,0x0A,12,?12,READ,,(unset)
0xC1377C1,202602433,0xC1377C1,0x0C,23,?23,READ,,(unset)
0xD500013,223346707,0xD500013,0x0D,12,?12,READ,,(unset)
0xD500018,223346712,0xD500018,0x0D,12,?12,READ,,(unset)
0xD50001D,223346717,0xD50001D,0x0D,1,Integer?,READ,,(unset)
0xD50001E,223346718,0xD50001E,0x0D,12,?12,READ,,(unset)
0xDB00022,229638178,0xDB00022,0x0D,13,?13,READ,,(unset)
0xDB0002E,229638190,0xDB0002E,0x0D,13,?13,READ,,(unset)
0xDB00030,229638192,0xDB00030,0x0D,13,?13,READ,,(unset)
0xDC00000,230686720,0xDC00000,0x0D,2,Long?,READ,,(unset)
0xDC0000E,230686734,0xDC0000E,0x0D,12,?12,READ,,(unset)
0xDC00011,230686737,0xDC00011,0x0D,12,?12,READ,,(unset)
0xDC00016,230686742,0xDC00016,0x0D,12,?12,READ,,(unset)
0xDC00018,230686744,0xDC00018,0x0D,12,?12,READ,,(unset)
0xDC00028,230686760,0xDC00028,0x0D,12,?12,READ,,(unset)
0xDC00038,230686776,0xDC00038,0x0D,12,?12,READ,,(unset)
0xDC00048,230686792,0xDC00048,0x0D,12,?12,READ,,(unset)
0xED00008,248512520,0xED00008,0x0E,1,Integer?,READ,,(unset)
0xED00009,248512521,0xED00009,0x0E,1,Integer?,READ,,(unset)
0xED0000B,248512523,0xED0000B,0x0E,1,Integer?,READ,,(unset)
0xED0000C,248512524,0xED0000C,0x0E,1,Integer?,READ,,(unset)
0xED00010,248512528,0xED00010,0x0E,1,Integer?,READ,,(unset)
0xED00011,248512529,0xED00011,0x0E,1,Integer?,READ,,(unset)
0xED0001B,248512539,0xED0001B,0x0E,1,Integer?,READ,,(unset)
0xED00023,248512547,0xED00023,0x0E,1,Integer?,READ,,(unset)
0xED00024,248512548,0xED00024,0x0E,1,Integer?,READ,,(unset)
0xED00025,248512549,0xED00025,0x0E,1,Integer?,READ,,(unset)
0xED00026,248512550,0xED00026,0x0E,1,Integer?,READ,,(unset)
0xED00027,248512551,0xED00027,0x0E,1,Integer?,READ,,(unset)
0xED0002F,248512559,0xED0002F,0x0E,1,Integer?,READ,,(unset)
0xED00037,248512567,0xED00037,0x0E,1,Integer?,READ,,(unset)
0xED0003F,248512575,0xED0003F,0x0E,1,Integer?,READ,,(unset)
0xED00047,248512583,0xED00047,0x0E,1,Integer?,READ,4,CHARGING
0xED00053,248512595,0xED00053,0x0E,1,Integer?,READ,,(unset)
0xED0005D,248512605,0xED0005D,0x0E,1,Integer?,READ,,(unset)
0xED00064,248512612,0xED00064,0x0E,1,Integer?,READ,,(unset)
0xED00067,248512615,0xED00067,0x0E,1,Integer?,READ,,(unset)
0xED0006A,248512618,0xED0006A,0x0E,1,Integer?,READ,,(unset)
0xED0006D,248512621,0xED0006D,0x0E,1,Integer?,READ,,(unset)
0xED00078,248512632,0xED00078,0x0E,1,Integer?,READ,,(unset)
0xED0007C,248512636,0xED0007C,0x0E,1,Integer?,READ,,(unset)
0xED00080,248512640,0xED00080,0x0E,1,Integer?,READ,,(unset)
0xED00081,248512641,0xED00081,0x0E,1,Integer?,READ,,(unset)
0xF400000,255852544,0xF400000,0x0F,2,Long?,READ,,(unset)
0xF400097,255852695,0xF400097,0x0F,12,?12,READ,,(unset)
0xF4000B0,255852720,0xF4000B0,0x0F,1,Integer?,READ,,(unset)
0xF4000EC,255852780,0xF4000EC,0x0F,1,Integer?,READ,,(unset)
0xF40011A,255852826,0xF40011A,0x0F,12,?12,READ,,(unset)
0xF40011F,255852831,0xF40011F,0x0F,14,?,READ,,(unset)
0xF400140,255852864,0xF400140,0x0F,1,Integer?,READ,,(unset)
0xF40014A,255852874,0xF40014A,0x0F,12,?12,READ,,(unset)
0xF40014B,255852875,0xF40014B,0x0F,12,?12,READ,,(unset)
0xF4001A5,255852965,0xF4001A5,0x0F,1,Integer?,READ,,(unset)
0xF4001A6,255852966,0xF4001A6,0x0F,1,Integer?,READ,,(unset)
0xF4001A7,255852967,0xF4001A7,0x0F,1,Integer?,READ,,(unset)
0xF4001B5,255852981,0xF4001B5,0x0F,1,Integer?,READ,,(unset)
0xF4001D7,255853015,0xF4001D7,0x0F,12,?12,READ,,(unset)
0xF4001F5,255853045,0xF4001F5,0x0F,1,Integer?,READ,,(unset)
0xFC00068,264241256,0xFC00068,0x0F,6,?,READ,,(unset)
0xFC00078,264241272,0xFC00078,0x0F,6,?,READ,,(unset)
0xFC00088,264241288,0xFC00088,0x0F,6,?,READ,,(unset)
0xFC00098,264241304,0xFC00098,0x0F,6,?,READ,,(unset)
0xFC000B0,264241328,0xFC000B0,0x0F,15,?,READ,,(unset)
0xFC000C0,264241344,0xFC000C0,0x0F,15,?,READ,,(unset)
0xFC000D0,264241360,0xFC000D0,0x0F,15,?,READ,,(unset)
0xFC000E0,264241376,0xFC000E0,0x0F,15,?,READ,,(unset)
0xFE00048,266338376,0xFE00048,0x0F,12,?12,READ,,(unset)
0xFE00400,266339328,0xFE00400,0x0F,2,Long?,READ,,(unset)
0xFE00441,266339393,0xFE00441,0x0F,12,?12,READ,,(unset)
0xFE00442,266339394,0xFE00442,0x0F,12,?12,READ,,(unset)
0xFE00444,266339396,0xFE00444,0x0F,12,?12,READ,,(unset)
0xFE00445,266339397,0xFE00445,0x0F,12,?12,READ,,(unset)
0xFE0044B,266339403,0xFE0044B,0x0F,12,?12,READ,,(unset)
0xFE004B7,266339511,0xFE004B7,0x0F,12,?12,READ,,(unset)
0xFE004B8,266339512,0xFE004B8,0x0F,12,?12,READ,4,CHARGING
0xFE004C4,266339524,0xFE004C4,0x0F,12,?12,READ,4,CHARGING
0x10800000,276824064,0x10800000,0x10,2,Long?,READ,,(unset)
0x10800035,276824117,0x10800035,0x10,2,Long?,READ,,(unset)
0x10900000,277872640,0x10900000,0x10,2,Long?,READ,,(unset)
0x10900028,277872680,0x10900028,0x10,2,Long?,READ,,(unset)
0x1090002B,277872683,0x1090002B,0x10,2,Long?,READ,,(unset)
0x1090002D,277872685,0x1090002D,0x10,2,Long?,READ,,(unset)
0x1090002F,277872687,0x1090002F,0x10,12,?12,READ,,(unset)
0x10900034,277872692,0x10900034,0x10,2,Long?,READ,,(unset)
0x10900036,277872694,0x10900036,0x10,2,Long?,READ,,(unset)
0x10900038,277872696,0x10900038,0x10,2,Long?,READ,,(unset)
0x10900048,277872712,0x10900048,0x10,2,Long?,READ,,(unset)
0x10900049,277872713,0x10900049,0x10,2,Long?,READ,,(unset)
0x1090004A,277872714,0x1090004A,0x10,2,Long?,READ,,(unset)
0x1090004B,277872715,0x1090004B,0x10,2,Long?,READ,,(unset)
0x10900058,277872728,0x10900058,0x10,1,Integer?,READ,,(unset)
0x10900068,277872744,0x10900068,0x10,1,Integer?,READ,,(unset)
0x10900078,277872760,0x10900078,0x10,1,Integer?,READ,,(unset)
0x10900088,277872776,0x10900088,0x10,1,Integer?,READ,,(unset)
0x109000B8,277872824,0x109000B8,0x10,2,Long?,READ,4,CHARGING
0x10900118,277872920,0x10900118,0x10,1,Integer?,READ,,(unset)
0x1090011C,277872924,0x1090011C,0x10,1,Integer?,READ,4,CHARGING
0x10900127,277872935,0x10900127,0x10,1,Integer?,READ,4,CHARGING
0x10900132,277872946,0x10900132,0x10,2,Long?,READ,,(unset)
0x1090013C,277872956,0x1090013C,0x10,2,Long?,READ,,(unset)
0x10900148,277872968,0x10900148,0x10,2,Long?,READ,,(unset)
0x1090014F,277872975,0x1090014F,0x10,2,Long?,READ,,(unset)
0x10900156,277872982,0x10900156,0x10,2,Long?,READ,,(unset)
0x1090015D,277872989,0x1090015D,0x10,2,Long?,READ,,(unset)
0x10900164,277872996,0x10900164,0x10,2,Long?,READ,,(unset)
0x10900168,277873000,0x10900168,0x10,2,Long?,READ,,(unset)
0x1090016C,277873004,0x1090016C,0x10,2,Long?,READ,,(unset)
0x10900170,277873008,0x10900170,0x10,2,Long?,READ,,(unset)
0x10900174,277873012,0x10900174,0x10,2,Long?,READ,,(unset)
0x10C00474,281019508,0x10C00474,0x10,10,?,READ,,(unset)
0x10C00475,281019509,0x10C00475,0x10,10,?,READ,,(unset)
0x10C00476,281019510,0x10C00476,0x10,10,?,READ,,(unset)
0x10C00477,281019511,0x10C00477,0x10,10,?,READ,,(unset)
0x10D00008,282066952,0x10D00008,0x10,6,?,READ,,(unset)
0x10D00030,282066992,0x10D00030,0x10,8,?,READ,4,CHARGING
0x10D00038,282067000,0x10D00038,0x10,6,?,READ,,(unset)
0x10E00008,283115528,0x10E00008,0x10,6,?,READ,4,CHARGING
0x10E00028,283115560,0x10E00028,0x10,6,?,READ,4,CHARGING
0x11011008,285282312,0x11011008,0x11,2,Long?,READ,1,SETTING
0x11021008,285347848,0x11021008,0x11,2,Long?,READ,1,SETTING
0x11031008,285413384,0x11031008,0x11,2,Long?,READ,1,SETTING
0x11041008,285478920,0x11041008,0x11,2,Long?,READ,1,SETTING
0x11051008,285544456,0x11051008,0x11,2,Long?,READ,1,SETTING
0x11061008,285609992,0x11061008,0x11,2,Long?,READ,1,SETTING
0x11200400,287310848,0x11200400,0x11,2,Long?,READ,,(unset)
0x11200428,287310888,0x11200428,0x11,1,Integer?,READ,4,CHARGING
0x11E0000C,299892748,0x11E0000C,0x11,12,?12,READ,,(unset)
0x11E00014,299892756,0x11E00014,0x11,12,?12,READ,,(unset)
0x11F00008,300941320,0x11F00008,0x11,2,Long?,READ,4,CHARGING
0x11F00018,300941336,0x11F00018,0x11,2,Long?,READ,,(unset)
0x11F00020,300941344,0x11F00020,0x11,2,Long?,READ,,(unset)
0x11F00021,300941345,0x11F00021,0x11,2,Long?,READ,,(unset)
0x12000036,301989942,0x12000036,0x12,4,Double?,READ,4,CHARGING
0x12100000,303038464,0x12100000,0x12,2,Long?,READ,,(unset)
0x12100008,303038472,0x12100008,0x12,8,?,READ,4,CHARGING
0x12100017,303038487,0x12100017,0x12,8,?,READ,,(unset)
0x12100026,303038502,0x12100026,0x12,12,?12,READ,,(unset)
0x12200000,304087040,0x12200000,0x12,2,Long?,READ,,(unset)
0x12200008,304087048,0x12200008,0x12,10,?,READ,4,CHARGING
0x12200018,304087064,0x12200018,0x12,10,?,READ,4,CHARGING
0x12200024,304087076,0x12200024,0x12,12,?12,READ,,(unset)
0x12200025,304087077,0x12200025,0x12,12,?12,READ,,(unset)
0x12200026,304087078,0x12200026,0x12,12,?12,READ,,(unset)
0x12200028,304087080,0x12200028,0x12,10,?,READ,4,CHARGING
0x12200036,304087094,0x12200036,0x12,12,?12,READ,,(unset)
0x12200038,304087096,0x12200038,0x12,10,?,READ,4,CHARGING
0x12200044,304087108,0x12200044,0x12,12,?12,READ,,(unset)
0x12200046,304087110,0x12200046,0x12,12,?12,READ,,(unset)
0x12300000,305135616,0x12300000,0x12,12,?12,READ,,(unset)
0x1230000D,305135629,0x1230000D,0x12,12,?12,READ,,(unset)
0x12300030,305135664,0x12300030,0x12,12,?12,READ,,(unset)
0x12300031,305135665,0x12300031,0x12,12,?12,READ,,(unset)
0x1230003C,305135676,0x1230003C,0x12,12,?12,READ,,(unset)
0x1230003D,305135677,0x1230003D,0x12,12,?12,READ,,(unset)
0x12400010,306184208,0x12400010,0x12,31,?,READ,,(unset)
0x126DB656,309179990,0x126DB656,0x12,1,Integer?,READ,,(unset)
0x12B0000B,313524235,0x12B0000B,0x12,12,?12,READ,,(unset)
0x12B00012,313524242,0x12B00012,0x12,12,?12,READ,,(unset)
0x12D00000,315621376,0x12D00000,0x12,2,Long?,READ,,(unset)
0x12D0000E,315621390,0x12D0000E,0x12,18,?,READ,,(unset)
0x12D0000F,315621391,0x12D0000F,0x12,7,?,READ,,(unset)
0x12D00012,315621394,0x12D00012,0x12,18,?,READ,,(unset)
0x12D00014,315621396,0x12D00014,0x12,11,?,READ,,(unset)
0x12D0001C,315621404,0x12D0001C,0x12,4,Double?,READ,,(unset)
0x12D0001F,315621407,0x12D0001F,0x12,16,?,READ,,(unset)
0x12D00020,315621408,0x12D00020,0x12,1,Integer?,READ,,(unset)
0x12D00026,315621414,0x12D00026,0x12,16,?,READ,,(unset)
0x12D00028,315621416,0x12D00028,0x12,3,Float?,READ,,(unset)
0x12D0002A,315621418,0x12D0002A,0x12,2,Long?,READ,,(unset)
0x12D0002D,315621421,0x12D0002D,0x12,2,Long?,READ,,(unset)
0x12D00038,315621432,0x12D00038,0x12,17,?17,READ,,(unset)
0x12D0003C,315621436,0x12D0003C,0x12,3,Float?,READ,,(unset)
0x12D0003D,315621437,0x12D0003D,0x12,,?,READ,,(unset)
0x12D0003F,315621439,0x12D0003F,0x12,7,?,READ,,(unset)
0x12F00000,317718528,0x12F00000,0x12,2,Long?,READ,,(unset)
0x12F00034,317718580,0x12F00034,0x12,19,?,READ,,(unset)
0x13200000,320864256,0x13200000,0x13,2,Long?,READ,,(unset)
0x13200088,320864392,0x13200088,0x13,1,Integer?,READ,4,CHARGING
0x13200094,320864404,0x13200094,0x13,1,Integer?,READ,,(unset)
0x13200095,320864405,0x13200095,0x13,1,Integer?,READ,,(unset)
0x13200096,320864406,0x13200096,0x13,1,Integer?,READ,,(unset)
0x1320009A,320864410,0x1320009A,0x13,1,Integer?,READ,,(unset)
0x132000A0,320864416,0x132000A0,0x13,1,Integer?,READ,4,CHARGING
0x132000C6,320864454,0x132000C6,0x13,1,Integer?,READ,,(unset)
0x13200104,320864516,0x13200104,0x13,1,Integer?,READ,,(unset)
0x13200108,320864520,0x13200108,0x13,31,?,READ,,(unset)
0x13200109,320864521,0x13200109,0x13,31,?,READ,,(unset)
0x1320010A,320864522,0x1320010A,0x13,31,?,READ,,(unset)
0x1320010B,320864523,0x1320010B,0x13,31,?,READ,,(unset)
0x1320010C,320864524,0x1320010C,0x13,31,?,READ,,(unset)
0x1320010D,320864525,0x1320010D,0x13,31,?,READ,,(unset)
0x1320010E,320864526,0x1320010E,0x13,31,?,READ,,(unset)
0x1320010F,320864527,0x1320010F,0x13,31,?,READ,,(unset)
0x13200110,320864528,0x13200110,0x13,31,?,READ,,(unset)
0x13200114,320864532,0x13200114,0x13,31,?,READ,,(unset)
0x13200118,320864536,0x13200118,0x13,1,Integer?,READ,,(unset)
0x1320011C,320864540,0x1320011C,0x13,1,Integer?,READ,,(unset)
0x13200120,320864544,0x13200120,0x13,1,Integer?,READ,,(unset)
0x13200128,320864552,0x13200128,0x13,1,Integer?,READ,,(unset)
0x13200130,320864560,0x13200130,0x13,1,Integer?,READ,,(unset)
0x13200134,320864564,0x13200134,0x13,1,Integer?,READ,,(unset)
0x13200138,320864568,0x13200138,0x13,1,Integer?,READ,,(unset)
0x1320013C,320864572,0x1320013C,0x13,1,Integer?,READ,,(unset)
0x13200140,320864576,0x13200140,0x13,1,Integer?,READ,,(unset)
0x13200144,320864580,0x13200144,0x13,1,Integer?,READ,,(unset)
0x13200148,320864584,0x13200148,0x13,1,Integer?,READ,,(unset)
0x13300000,321912832,0x13300000,0x13,2,Long?,READ,,(unset)
0x13300008,321912840,0x13300008,0x13,17,?17,READ,,(unset)
0x1330000C,321912844,0x1330000C,0x13,17,?17,READ,,(unset)
0x1330000D,321912845,0x1330000D,0x13,17,?17,READ,,(unset)
0x1330000E,321912846,0x1330000E,0x13,17,?17,READ,,(unset)
0x1330000F,321912847,0x1330000F,0x13,17,?17,READ,,(unset)
0x13300010,321912848,0x13300010,0x13,20,?,READ,,(unset)
0x13300017,321912855,0x13300017,0x13,2,Long?,READ,,(unset)
0x1330001E,321912862,0x1330001E,0x13,1,Integer?,READ,,(unset)
0x13300020,321912864,0x13300020,0x13,20,?,READ,,(unset)
0x13300023,321912867,0x13300023,0x13,17,?17,READ,,(unset)
0x13300026,321912870,0x13300026,0x13,17,?17,READ,,(unset)
0x1330002C,321912876,0x1330002C,0x13,17,?17,READ,,(unset)
0x13300030,321912880,0x13300030,0x13,17,?17,READ,,(unset)
0x1330003C,321912892,0x1330003C,0x13,20,?,READ,,(unset)
0x1330003F,321912895,0x1330003F,0x13,2,Long?,READ,,(unset)
0x13400000,322961408,0x13400000,0x13,2,Long?,READ,,(unset)
0x13400008,322961416,0x13400008,0x13,14,?,READ,,(unset)
0x1340003A,322961466,0x1340003A,0x13,12,?12,READ,,(unset)
0x13800000,327155712,0x13800000,0x13,2,Long?,READ,,(unset)
0x13800008,327155720,0x13800008,0x13,12,?12,READ,,(unset)
0x1380000A,327155722,0x1380000A,0x13,12,?12,READ,,(unset)
0x1380000B,327155723,0x1380000B,0x13,12,?12,READ,4,CHARGING
0x13800018,327155736,0x13800018,0x13,12,?12,READ,,(unset)
0x13800020,327155744,0x13800020,0x13,12,?12,READ,4,CHARGING
0x1380002C,327155756,0x1380002C,0x13,12,?12,READ,,(unset)
0x13800030,327155760,0x13800030,0x13,12,?12,READ,,(unset)
0x13800036,327155766,0x13800036,0x13,12,?12,READ,,(unset)
0x13800038,327155768,0x13800038,0x13,12,?12,READ,,(unset)
0x13900000,328204288,0x13900000,0x13,2,Long?,READ,,(unset)
0x13900118,328204568,0x13900118,0x13,12,?12,READ,,(unset)
0x13900120,328204576,0x13900120,0x13,12,?12,READ,,(unset)
0x13900583,328205699,0x13900583,0x13,12,?12,READ,,(unset)
0x13900593,328205715,0x13900593,0x13,12,?12,READ,,(unset)
0x13900598,328205720,0x13900598,0x13,12,?12,READ,,(unset)
0x139005A0,328205728,0x139005A0,0x13,12,?12,READ,,(unset)
0x139005A8,328205736,0x139005A8,0x13,12,?12,READ,,(unset)
0x139005C9,328205769,0x139005C9,0x13,12,?12,READ,,(unset)
0x13B00026,330301478,0x13B00026,0x13,1,Integer?,READ,,(unset)
0x13F00000,334495744,0x13F00000,0x13,2,Long?,READ,,(unset)
0x14200008,337641480,0x14200008,0x14,1,Integer?,READ,,(unset)
0x14200020,337641504,0x14200020,0x14,1,Integer?,READ,,(unset)
0x14200021,337641505,0x14200021,0x14,1,Integer?,READ,,(unset)
0x142F0FAC,338628524,0x142F0FAC,0x14,12,?12,READ,,(unset)
0x14300000,338690048,0x14300000,0x14,2,Long?,READ,,(unset)
0x1430000F,338690063,0x1430000F,0x14,1,Integer?,READ,,(unset)
0x14300023,338690083,0x14300023,0x14,1,Integer?,READ,,(unset)
0x14400000,339738624,0x14400000,0x14,2,Long?,READ,,(unset)
0x14400008,339738632,0x14400008,0x14,22,?22,READ,,(unset)
0x14400010,339738640,0x14400010,0x14,3,Float?,READ,,(unset)
0x14400012,339738642,0x14400012,0x14,6,?,READ,,(unset)
0x1440001F,339738655,0x1440001F,0x14,6,?,READ,,(unset)
0x14400020,339738656,0x14400020,0x14,6,?,READ,,(unset)
0x1440002C,339738668,0x1440002C,0x14,3,Float?,READ,,(unset)
0x1440002E,339738670,0x1440002E,0x14,3,Float?,READ,,(unset)
0x14500000,340787200,0x14500000,0x14,2,Long?,READ,,(unset)
0x1450000B,340787211,0x1450000B,0x14,8,?,READ,,(unset)
0x1450000E,340787214,0x1450000E,0x14,8,?,READ,,(unset)
0x14600000,341835776,0x14600000,0x14,2,Long?,READ,,(unset)
0x14600008,341835784,0x14600008,0x14,2,Long?,READ,,(unset)
0x14600010,341835792,0x14600010,0x14,2,Long?,READ,,(unset)
0x14600015,341835797,0x14600015,0x14,2,Long?,READ,,(unset)
0x1460001B,341835803,0x1460001B,0x14,2,Long?,READ,,(unset)
0x1460001C,341835804,0x1460001C,0x14,2,Long?,READ,,(unset)
0x1460001D,341835805,0x1460001D,0x14,2,Long?,READ,,(unset)
0x1460001E,341835806,0x1460001E,0x14,2,Long?,READ,,(unset)
0x1460001F,341835807,0x1460001F,0x14,2,Long?,READ,,(unset)
0x14600020,341835808,0x14600020,0x14,2,Long?,READ,,(unset)
0x14600021,341835809,0x14600021,0x14,2,Long?,READ,,(unset)
0x14600022,341835810,0x14600022,0x14,2,Long?,READ,,(unset)
0x14600023,341835811,0x14600023,0x14,2,Long?,READ,,(unset)
0x14600024,341835812,0x14600024,0x14,2,Long?,READ,,(unset)
0x14600025,341835813,0x14600025,0x14,2,Long?,READ,,(unset)
0x14600026,341835814,0x14600026,0x14,2,Long?,READ,,(unset)
0x14600027,341835815,0x14600027,0x14,2,Long?,READ,,(unset)
0x14600028,341835816,0x14600028,0x14,2,Long?,READ,,(unset)
0x14600029,341835817,0x14600029,0x14,2,Long?,READ,,(unset)
0x1460002A,341835818,0x1460002A,0x14,2,Long?,READ,,(unset)
0x1460002B,341835819,0x1460002B,0x14,2,Long?,READ,,(unset)
0x1460002C,341835820,0x1460002C,0x14,2,Long?,READ,,(unset)
0x1460002D,341835821,0x1460002D,0x14,2,Long?,READ,,(unset)
0x1460002E,341835822,0x1460002E,0x14,17,?17,READ,,(unset)
0x14600030,341835824,0x14600030,0x14,33,?,READ,,(unset)
0x14600031,341835825,0x14600031,0x14,2,Long?,READ,,(unset)
0x14600032,341835826,0x14600032,0x14,2,Long?,READ,,(unset)
0x14600033,341835827,0x14600033,0x14,2,Long?,READ,,(unset)
0x14600034,341835828,0x14600034,0x14,2,Long?,READ,,(unset)
0x14600036,341835830,0x14600036,0x14,2,Long?,READ,,(unset)
0x14600037,341835831,0x14600037,0x14,2,Long?,READ,,(unset)
0x1460003C,341835836,0x1460003C,0x14,2,Long?,READ,,(unset)
0x14700000,342884352,0x14700000,0x14,2,Long?,READ,,(unset)
0x14700008,342884360,0x14700008,0x14,1,Integer?,READ,,(unset)
0x14700009,342884361,0x14700009,0x14,1,Integer?,READ,,(unset)
